cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr
20788,2016,2017,0.9982,22358,22351
20788,2017,2018,0.9738,22351,22236
20788,2018,2019,0.577,22236,54299
20788,2019,2020,0.983,54299,56556
20788,2020,2021,0.9282,56556,63605
20788,2021,2022,0.9157,63605,65741
20788,2022,2023,0.8019,65741,71086
20788,2023,2024,0.8335,71086,67844
20915,2015,2016,0.9808,33301,35196
20915,2016,2017,0.9983,35196,35525
20915,2017,2018,0.9952,35525,35151
20915,2018,2019,0.9988,35151,35205
20915,2019,2020,0.968,35205,34073
20915,2020,2021,0.8144,34073,45107
20915,2021,2022,0.9635,45107,47270
20915,2022,2023,0.4499,47270,169603
20931,2015,2017,0.7331,35025,46196
20931,2017,2018,0.9897,46196,46907
20931,2018,2019,0.846,46907,66574
20931,2019,2020,0.9793,66574,65667
20931,2020,2021,0.9513,65667,72496
20931,2021,2023,0.8973,72496,74587
20931,2023,2024,0.9499,74587,71043
20982,2015,2016,0.9346,45866,48644
20982,2016,2017,0.9942,48644,50795
20982,2017,2018,0.9795,50795,64598
20982,2018,2019,0.9897,64598,71180
20982,2019,2020,0.9999,71180,71299
20982,2020,2021,0.9997,71299,71633
20982,2021,2022,0.9914,71633,75767
20982,2022,2023,0.987,75767,83880
20982,2023,2024,0.9971,83880,87062
20990,2015,2016,0.9239,11507,19667
20990,2016,2017,0.2117,19667,59748
20990,2017,2019,0.921,59748,60957
20990,2019,2020,0.8946,60957,69972
20990,2020,2021,0.9153,69972,76140
20990,2021,2022,0.9787,76140,74636
20990,2022,2023,0.6582,74636,68461
20990,2023,2024,0.9891,68461,66922
21016,2015,2016,0.9891,47651,46464
21016,2016,2017,0.9871,46464,41566
21016,2017,2018,0.9648,41566,45619
21016,2018,2019,0.9949,45619,44418
21016,2019,2020,0.9623,44418,51561
21016,2020,2023,0.9164,51561,72905
21016,2023,2024,0.9839,72905,80366
21091,2015,2016,0.961,24213,29197
21091,2016,2017,0.8878,29197,31037
21091,2017,2018,0.8461,31037,32734
21091,2018,2020,0.9342,32734,43322
21091,2020,2022,0.3571,43322,56662
21091,2022,2023,0.9511,56662,52836
21091,2023,2024,0.9913,52836,55015
21237,2015,2016,0.9638,52716,48831
21237,2016,2017,0.5717,48831,98440
21237,2017,2018,0.9886,98440,95649
21237,2018,2019,0.9356,95649,113608
21237,2019,2020,0.9655,113608,128234
21237,2020,2021,0.9659,128234,120590
21237,2021,2022,0.7913,120590,190854
21237,2022,2023,0.8801,190854,162543
21237,2023,2024,0.9419,162543,182742
21350,2015,2016,0.9936,37571,38949
21350,2016,2017,0.9963,38949,38938
21350,2017,2018,0.9869,38938,38466
21350,2018,2019,0.9423,38466,40048
21350,2019,2021,0.8132,40048,97434
21350,2021,2022,0.9568,97434,95610
21350,2022,2024,0.9228,95610,126606
21431,2015,2016,0.9331,43566,42816
21431,2016,2017,0.9412,42816,43636
21431,2017,2018,0.9146,43636,34155
21431,2018,2019,0.933,34155,50732
21431,2019,2020,0.9718,50732,49330
21431,2020,2021,0.9639,49330,55172
21431,2021,2022,0.9557,55172,63221
21431,2022,2023,0.8302,63221,42480
21431,2023,2024,0.7433,42480,45809
21881,2015,2016,0.9581,15841,18927
21881,2016,2017,0.9674,18927,19452
21881,2017,2018,0.9844,19452,19975
21881,2018,2019,0.9717,19975,23076
21881,2019,2020,0.9615,23076,21905
21881,2020,2021,0.955,21905,25718
21881,2021,2022,0.9646,25718,25467
